ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
8372,400000,,,2,,,-2,-2,-1,-1,0,-5,-5,-5,,4374,4986,0,0,1304,4375,1025,,0
8373,170000,,1,1,38,0,0,0,,0,0,71712,70194,43210,,,,3332,7770,,3000,5000,25000,0
8374,20000,2,2,3,47,1,2,0,0,,0,9325,8562,,,10036,10400,1000,1159,500,432,,0,0
8375,450000,1,1,,40,,-1,,0,0,,,19093,6576,9133,6918,12382,6596,,6918,4351,8161,0,0
8376,200000,2,3,1,,1,-2,-2,-1,-1,-1,-5,-5,-5,2999,4804,4402,,0,3004,4804,5008,169,0
8377,200000,2,1,1,36,-1,-1,,-1,-1,-1,2444,,3207,3284,1111,8349,1301,,3284,1111,8349,4249,0
8378,100000,2,3,1,,1,-2,,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
8379,,1,2,1,39,-1,0,0,0,0,,14085,14575,,,14537,,,5000,4000,,5000,2000,0
8380,230000,2,2,,37,0,0,0,,0,0,16302,15849,,,18353,18901,1265,1300,1001,1000,1000,,0
8381,230000,2,2,,29,0,0,,0,0,,24524,,22219,23512,12894,15183,3000,4000,3047,3000,3000,3000,0
8382,60000,1,2,1,46,-1,0,-1,0,0,0,3046,286,6466,6469,5364,3664,285,,3,5,10,15219,0
8383,160000,2,1,1,,1,-2,-2,-1,-1,-2,5520,0,0,,560,,0,0,708,560,0,560,0
8384,310000,1,,1,34,-1,,-2,-1,-1,0,493,-7,-7,500,736,739,0,0,,736,3,797,1
8385,430000,2,1,,30,-1,-1,-1,-1,-1,-1,31423,3650,44671,81979,9120,85407,3650,44671,82555,9120,85407,14261,0
8386,,2,,1,,1,-2,-2,-1,0,0,,-40,-40,1160,1160,0,0,0,,,0,0,0
8387,,1,2,2,29,0,0,0,0,0,0,54050,54555,15177,16610,16821,20048,2500,2000,2000,628,3525,3000,0
8388,30000,1,2,2,,0,0,0,0,0,-2,26054,25144,25775,18585,0,0,2000,2000,2000,0,0,0,0
8389,,1,2,1,30,-1,-1,-1,-1,0,,375,375,375,750,,399,375,375,750,0,,399,1
8390,,1,2,2,24,1,2,,2,2,2,16706,18342,17755,17967,17538,,2200,0,800,0,1401,0,0
8391,30000,1,1,2,,2,2,0,0,0,0,16035,15493,16197,16669,16865,17199,0,1270,742,613,615,646,1
8392,320000,2,2,1,55,-2,-2,-2,-2,,,11973,4076,7879,5436,51529,18088,4093,7917,5459,51787,18178,3659,0
8393,,1,2,2,32,-1,-1,0,0,0,-1,264,286,550,286,22,14454,286,,,128,15239,100000,1
8394,170000,2,2,1,47,,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
8395,20000,2,2,2,24,0,,0,0,0,0,21838,20544,19991,20305,19349,20467,2349,1296,,696,2213,0,0
8396,360000,2,1,2,29,0,0,0,,,-1,73753,61008,,12846,4548,9820,5121,10180,41,,9865,,0
8397,90000,2,1,2,,0,0,0,0,,2,30639,25390,27618,,27546,17660,2913,9000,0,2000,0,,0
8398,100000,2,1,1,40,,-1,-1,,-1,-1,390,390,780,390,390,7140,390,780,0,390,7140,1230,0
8399,100000,1,1,,,1,-2,-2,-2,,-2,,0,0,0,0,0,,0,0,,0,0,0
8400,170000,1,,1,,-2,,,-2,-2,,0,0,0,1012,0,0,0,0,1012,0,0,492,0
8401,100000,2,,2,32,2,0,0,0,2,2,50332,52644,54905,58133,60197,59226,3000,3000,4000,3000,0,4300,0
8402,20000,1,1,2,27,-1,-1,2,-1,0,-1,1760,2699,1261,780,,1320,,0,780,0,1320,,0
8403,220000,1,2,1,32,-1,-1,-1,-1,-1,-1,1565,,5797,,1797,1195,3082,5820,1198,,1198,1802,0
8404,470000,2,1,,31,-2,,-2,-2,-2,-2,22988,10353,,11685,5093,2791,10363,5910,13380,5093,2791,9527,0
8405,100000,2,,2,24,0,-1,-1,-1,-1,-1,13391,10577,8905,0,4290,0,10608,8944,200,4290,0,0,0
8406,10000,1,2,2,23,,,0,-1,-1,-1,1504,,6470,390,0,,,1000,390,0,780,0,0
8407,,2,1,,,,-1,-1,,,-1,2521,-1000,12009,,215,3039,,,8018,0,,2000,0
8408,50000,,1,2,,2,2,,2,2,2,31336,32039,32714,,33807,34398,1500,1500,600,2000,1300,1500,0
8409,50000,1,3,1,30,0,0,,0,0,0,50545,49502,46418,19980,19751,,2603,1621,1000,1000,1204,,1
8410,120000,2,,2,30,0,0,0,0,0,0,116887,,116281,117392,117791,112505,4615,7175,4529,4625,4029,,0
8411,160000,2,1,1,33,,-1,-1,,-1,,2355,2714,12094,2855,3803,8911,2719,15000,2855,3803,8911,0,1
8412,120000,1,,2,,-1,-1,-1,-1,-1,-1,880,,880,880,880,1030,,880,880,,,880,0
8413,30000,2,2,,21,0,,0,0,0,0,26757,26831,26620,,26865,25752,1520,1339,852,2067,1400,100,0
8414,180000,2,,2,29,-2,-2,,,-2,-2,100,0,0,0,0,,0,0,0,0,0,0,0
8415,30000,1,1,,23,0,0,0,0,0,0,30287,,29410,29705,28647,28776,1496,1735,1030,1017,1033,989,0
8416,,2,1,1,40,,-1,-1,,,-2,3266,,11314,-71,-467,-863,390,11320,0,0,0,2000,0
8417,10000,,2,2,,0,0,0,0,,0,7659,18814,19570,19967,9908,9646,11400,1135,,449,693,10000,0
8418,230000,1,2,,39,0,0,0,0,0,0,35289,27678,13800,10238,,,1646,,214,406,412,,0
8419,200000,2,,,53,0,0,0,0,0,0,126027,,130376,133207,136159,138741,6500,5000,5000,5100,,5400,0
8420,,,2,1,46,0,0,0,0,2,0,44953,47315,46997,50740,49115,,3087,1769,4512,,1930,1601,1
8421,50000,1,2,1,40,0,,0,,,0,,,9775,10122,,9341,1166,1200,481,321,336,174,0
8422,50000,2,1,2,23,0,,0,0,-1,0,48482,47226,11151,,48211,48154,2500,,1500,52000,1900,1800,0
8423,,1,1,1,,-2,-2,,-2,-2,-2,7695,2701,98376,3874,5226,14973,2725,98875,3893,5252,15047,3980,0
8424,500000,,1,1,43,-1,,2,,-1,0,14132,35814,20089,28077,,115442,35820,,28077,132588,28500,20000,0
8425,140000,1,1,1,43,0,0,0,,0,0,,95122,84315,70871,70923,64202,4535,2856,2503,2378,,2048,0
8426,50000,2,1,2,30,2,0,,0,0,0,2989,4008,4861,4958,5244,8134,1228,1081,178,366,3156,0,0
8427,50000,1,2,2,24,0,0,0,0,0,0,7240,8264,9273,9609,9657,9927,2644,1153,489,351,,198,0
8428,150000,2,,2,32,0,,,0,0,0,,107164,110884,111706,113942,116626,4000,5500,4145,4186,4630,4000,0
8429,150000,1,1,,35,1,2,2,2,2,,,145607,146509,148507,152044,136643,6000,4500,5100,5322,20,5033,0
8430,240000,1,,1,43,0,0,0,0,0,0,191453,,190288,186770,180458,178722,8500,8300,7000,7000,7000,6500,0
8431,180000,1,1,2,31,2,2,7,7,7,7,2400,2400,,2400,2400,2400,0,0,0,0,0,0,0
8432,,1,2,1,44,,-1,-1,-1,0,-1,5428,9054,13158,6507,2955,1092,9064,13158,6860,2295,1092,2076,0
8433,150000,2,1,2,27,0,0,0,0,0,2,138066,140522,138722,130494,147851,145535,,6100,30000,,0,2606,0
8434,260000,2,3,1,41,-1,-1,-2,-1,-1,-1,1145,-4,-4,2177,158,0,4,0,2181,158,0,0,0
8435,160000,,1,1,34,-1,-1,-1,-1,-1,-1,430,430,430,,,,430,430,850,3350,4874,9858,0
8436,290000,2,2,1,39,0,0,0,0,0,0,,62061,65710,69452,73627,77890,5000,5000,5000,,5000,7000,0
8437,240000,,1,,48,,,0,0,,0,116058,117196,121245,122736,125599,128506,4500,6000,5000,5000,5000,5000,0
8438,50000,1,2,,56,1,2,0,0,,,32134,30391,,10541,,10400,0,1159,,448,,,0
8439,170000,2,3,1,46,-1,,-1,-1,-1,,246,123,5436,1229,93787,95816,123,5436,,93970,4000,3348,0
8440,130000,2,1,1,46,0,0,,0,0,0,147582,138996,140558,90522,90917,92330,5394,4229,3211,3297,3312,3381,1
8441,,1,1,2,27,1,-2,,-1,,0,,,0,8956,8956,0,0,0,8956,0,0,0,0
8442,30000,1,1,1,45,0,0,0,0,0,-2,29029,27381,28945,29373,0,0,,2138,,0,0,0,0
8443,100000,,3,1,40,0,,,0,0,,97763,93834,86360,77594,,78506,4500,3000,3000,3000,3000,3000,0
8444,10000,1,,,23,2,0,0,0,0,0,8638,,9414,9344,9545,9586,1294,,480,500,348,402,0
8445,320000,,,2,,-2,-2,,-2,-2,-2,0,200,3663,992,,6661,200,3696,997,1635,6694,2508,0
8446,50000,1,2,1,36,0,0,0,-2,-2,-2,,,0,0,0,0,,0,0,0,0,0,0
8447,80000,1,,2,29,1,,2,-2,-2,-2,49373,,0,,,0,,19800,0,0,,0,1
8448,70000,2,,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,1
8449,700000,2,,2,28,,0,0,0,0,0,16262,12219,9861,6384,5126,2680,2192,2015,1005,1009,,,0
8450,360000,2,1,,26,-1,-1,-1,-1,-1,-1,7142,44008,21715,5064,9147,6068,44234,21823,5089,9192,6098,16495,0
8451,380000,1,1,2,30,0,0,0,0,,0,192132,,177842,120027,97256,108213,10123,,7132,,20050,35925,0
8452,50000,1,2,2,40,0,0,0,0,0,0,42807,32187,48600,7514,9336,-177,10000,21019,1500,3000,,7900,0
8453,,1,2,1,45,1,2,0,,0,-2,20011,10753,10853,10670,-120,-120,0,10600,800,0,0,0,1
8454,350000,2,,2,33,0,0,0,0,0,0,314994,322472,244792,140218,181571,167905,12695,9790,5302,95621,,6107,1
8455,,2,1,,29,1,,-1,0,-1,-1,0,0,8061,8061,9390,4337,0,8061,0,9390,4500,0,1
8456,150000,1,3,1,35,2,2,2,0,0,,135215,137863,130622,126063,118836,116865,6000,30,5050,5025,,3000,1
8457,300000,,,2,35,0,,,,,0,47295,87717,78638,77038,,49452,55047,27354,2124,5000,5500,4000,0
8458,,1,2,1,39,0,0,,0,0,0,399099,272898,,169138,144434,124802,15395,10232,12115,6285,11106,3124,0
8459,250000,2,2,1,35,0,0,0,0,,0,242971,244628,,245031,247911,247353,8310,7938,8101,,8808,7820,0
8460,50000,,1,2,23,0,0,,0,0,-1,49061,,47471,21571,,772,2138,1400,431,380,772,8,1
8461,,,3,1,44,-1,-1,-1,-1,-1,-1,54798,11632,4987,6222,15121,17425,11632,,,15121,17425,17007,0
8462,100000,2,,2,27,0,0,0,0,2,0,43865,45548,46266,49290,48372,,,1776,3800,0,2000,1800,0
8463,380000,1,2,2,,-1,2,-1,-1,0,-1,4384,3852,,632,316,316,,,632,0,316,316,0
8464,260000,2,2,2,,0,0,,0,,0,251560,379318,226538,202887,195364,181206,9139,13805,7100,6952,12812,,0
8465,470000,1,2,2,,0,0,0,0,0,0,,80562,82718,,87948,,3000,3500,4000,4000,4000,4200,0
8466,,1,2,2,29,-1,0,0,0,0,0,48098,49089,47184,47059,47938,48904,2081,2068,1833,1889,,,0
8467,140000,1,1,2,36,0,0,0,0,0,0,74177,65336,53578,49288,43870,,4000,3500,,2500,,2000,1
8468,140000,,1,1,45,,2,2,2,2,2,64393,65271,66606,64940,,75316,2500,3000,0,10000,3000,0,1
8469,50000,1,2,1,36,2,2,2,2,0,0,50808,48287,47265,,19568,19812,0,3259,0,844,706,677,1
8470,180000,,2,1,37,0,,0,0,0,,14704,14417,13387,9537,38456,35947,1244,1064,278,,1268,1118,1
8471,30000,2,2,2,23,4,3,,2,3,2,15847,,15910,16752,16197,16583,0,,1400,0,800,0,1
8472,30000,2,2,,22,2,0,0,0,0,3,18796,20489,22142,25438,,27699,2000,2000,,3600,0,2200,1
8473,50000,,,1,25,0,0,0,0,0,0,30479,31200,31817,29229,,30053,1528,1461,1030,,1320,1212,1
8474,250000,2,1,,35,1,2,0,0,,0,45429,34800,,25231,17009,4553,0,,560,4875,400,0,0
8475,310000,2,2,2,25,0,,0,-1,-1,-1,38942,,56527,560,300,2381,135868,1306,560,,2387,572,0
8476,360000,2,2,1,51,1,-2,-1,-1,-1,-1,0,0,,,540,390,0,780,540,540,390,390,0
8477,50000,1,2,2,31,0,0,0,0,,-1,48640,,40850,,,400,2000,3000,0,,,10000,0
8478,480000,2,,2,30,0,0,-1,0,0,-1,75834,-105,37649,45469,20020,3167,105,,32970,8000,3167,10981,0
8479,50000,2,,2,24,-1,-1,-1,-1,-1,-1,1303,1303,748,1693,1138,748,1303,,1693,,895,,0
8480,160000,1,,2,37,,-2,,,-1,-1,0,0,0,,461,603,0,0,0,461,603,829,0
8481,,2,1,2,30,,0,0,0,0,0,4975,5445,6455,6847,8075,8592,1200,1108,500,1500,650,0,0
8482,310000,2,1,2,27,-1,-1,-1,-1,-1,-1,833,323,1083,2134,2474,2097,,,2140,9201,,6571,0
8483,30000,2,,2,27,-1,-1,-1,-1,-1,-1,7843,2670,,2670,10302,15643,2670,,2670,10302,,,0
8484,,,,,27,1,2,0,0,0,0,11310,10842,12896,,,17974,,2554,,3000,1000,3000,0
8485,,1,3,1,55,0,0,0,0,0,0,79788,81571,75814,49784,51408,48587,25000,,8700,3000,12900,3000,0
8486,30000,2,2,2,41,0,0,0,0,0,0,25159,25931,,25111,22235,19000,1762,2200,790,922,,1310,0
8487,200000,2,2,,26,-2,,-2,-2,,-2,58147,,,327194,6680,3963,1468,2321,163597,6680,3963,2514,0
8488,270000,2,3,1,42,2,0,0,0,0,0,106986,103249,89221,,86384,85440,3578,3207,,3200,3241,3078,0
8489,,1,1,2,32,0,0,0,0,0,0,154374,,146396,136531,138502,136665,7500,7000,5000,5000,6000,5137,0
8490,,2,2,,34,-1,-1,-1,-1,-1,-1,194,191,187,176,,187,200,187,180,200,187,,0
8491,10000,1,3,2,,0,0,2,0,0,,4797,6457,6154,6154,6280,0,2400,0,,126,0,0,0
8492,120000,1,1,1,48,-1,-1,,-1,-1,-1,360,360,360,150,870,510,360,360,150,870,510,,1
8493,30000,,1,2,36,2,0,,0,0,0,,26088,,26723,23143,17106,2000,,2014,,1204,1500,1
8494,300000,,1,1,30,1,-2,-1,0,-1,-1,,-6027,3973,3973,,,0,10000,0,1244,1631,2000,0
8495,50000,2,3,1,61,2,0,0,,,,5016,,6985,,4908,3724,1135,1055,656,0,133,50,0
8496,,1,3,1,58,,-2,,-2,-1,,0,0,0,0,7043,1504,0,0,0,7043,,3063,0
8497,300000,2,2,2,36,-1,2,2,-1,-1,-1,1041,654,0,780,70,,3,,780,150,710,1000,0
8498,50000,1,2,2,26,0,0,,0,0,0,48065,49237,29651,30049,,,2500,1862,1150,1200,1200,1202,0
8499,10000,,2,2,34,0,0,0,0,0,0,8097,9109,10125,10327,10552,18836,1151,2167,369,391,436,200,0
8500,,2,2,2,,-1,-1,,-1,-1,-1,188,188,188,188,194,188,188,188,188,194,188,221,0
8501,400000,,1,1,28,-1,,2,,,0,6500,,391178,392932,394410,410127,405016,0,14000,13560,28000,0,0
8502,50000,2,2,2,39,0,0,0,0,0,0,,,16460,16888,17464,18171,4000,,,,1000,596,0
8503,50000,2,2,2,,2,2,2,0,0,0,50974,,50024,,28957,28435,3000,0,800,,1200,775,0
8504,280000,,1,,28,-1,-1,-1,0,0,,3678,1829,10002,13476,23572,14603,3658,10020,10000,11000,14603,3819,0
8505,10000,2,2,2,22,0,0,0,0,0,,10063,8632,,7092,,7311,1194,,176,,2311,3101,0
8506,80000,2,2,1,32,1,2,,0,0,0,,71452,72651,,75892,75816,0,3000,2800,2800,2700,2800,0
8507,150000,2,3,,52,,,-1,-1,-1,-1,,905,1203,,2847,0,1125,1203,2064,2847,0,0,0
8508,20000,2,2,2,,4,4,,3,2,2,18396,17826,18547,19118,18679,19812,0,1300,1170,0,1600,0,0
8509,50000,1,2,2,,,-2,-2,-2,,-2,0,0,0,0,,0,0,0,0,,0,0,1
8510,170000,2,1,2,31,1,-1,-1,-2,-2,-1,0,843,0,0,0,1880,843,0,0,0,1880,456,0
8511,130000,2,2,2,,0,0,0,0,0,0,79579,70067,63951,57467,51614,46071,2702,2207,2000,,1770,1245,0
8512,50000,2,2,2,29,-1,-1,-1,0,,0,1303,,11512,11512,8490,0,801,,0,,0,950,0
8513,50000,2,3,2,27,1,,2,2,0,,18019,,10319,8603,7298,6709,5559,,0,,1000,1214,0
8514,180000,1,2,1,40,0,0,0,0,0,0,126937,,49475,50840,50090,48345,5000,2000,2000,2000,2000,2000,1
8515,20000,2,,1,50,0,0,2,,2,2,,14913,,,16411,17287,,0,,0,1304,1000,0
8516,,,1,2,29,0,,0,0,0,,53629,50359,44596,44016,38728,36540,3037,3015,3549,5029,4325,,0
8517,50000,2,2,,26,0,0,0,,0,0,26701,28014,28725,29295,29902,,1749,1479,1049,1080,1280,1330,0
8518,270000,2,2,1,47,-2,,,-2,-2,-2,8400,,7500,7500,7500,7500,7500,7500,7500,7500,7500,10466,0
8519,,2,1,2,24,-1,-1,-1,-1,0,-1,,4115,84,8708,8728,,4117,,8708,20,2795,0,0
8520,140000,2,3,2,,0,0,0,0,0,0,,,111948,58672,59199,54286,6000,3079,3000,2000,2000,56793,0
8521,60000,1,2,1,29,,2,2,2,2,2,40587,41642,40673,43342,44299,45222,2000,0,3348,1800,1800,0,1
8522,180000,2,1,2,26,2,,0,0,0,,182218,173980,,128739,130929,130437,0,5000,5000,4738,4915,4661,0
8523,320000,2,,2,34,-2,-2,-2,-2,-2,-2,-532,-532,-528,-1336,-1336,-1336,0,4,0,0,0,,0
8524,,1,,2,26,3,3,2,2,,2,5754,6407,,,7384,7117,900,0,1100,500,0,708,1
8525,380000,2,1,2,,-1,-1,-1,-1,,-1,,44178,,,11599,,44178,89999,,11599,8348,,0
8526,150000,2,,1,36,1,,2,,3,2,125938,132110,142876,139097,138592,141447,9734,,0,2000,5300,5000,0
8527,110000,2,1,2,25,0,0,,0,,0,63594,56267,53550,44084,42077,37770,2260,1499,1309,1487,2000,5000,0
8528,110000,,1,,26,0,0,0,0,,0,109386,99100,50827,51834,,54013,2432,3686,1850,1917,1968,1950,0
8529,100000,2,3,1,26,0,0,0,,0,,,47099,40027,37735,35437,34155,5000,2500,,1597,,5660,0
8530,240000,1,1,,35,-1,-1,-1,,,-1,11906,54684,1874,1151,23169,9372,55167,,1151,23169,9372,396,0
8531,50000,,2,2,25,0,0,0,0,,0,30857,28481,27634,26691,26329,25923,,1400,915,1500,1500,2000,0
8532,50000,1,1,,38,0,0,0,0,0,0,27148,27619,20997,21018,20556,20302,,1323,734,1058,406,,0
8533,200000,1,2,2,29,1,2,0,0,0,0,204212,186635,137983,82191,83964,,,4075,3000,,4400,2930,0
8534,80000,2,1,2,27,2,-1,-1,0,0,0,100,980,28798,29398,15037,0,980,28798,1000,1000,0,,0
8535,40000,1,3,2,,2,0,0,0,0,0,34470,31226,,30124,33614,35665,2000,3000,,4000,3000,2000,1
8536,250000,1,2,1,29,,-2,,-1,-1,-1,-24,,,746,7146,434,0,0,770,7200,688,0,0
8537,230000,2,1,2,24,0,0,0,0,0,0,69158,73712,68831,61534,25914,36313,,2214,,5542,15502,,0
8538,30000,1,,2,26,2,2,0,0,0,0,7510,7247,8165,8529,8743,8949,0,1200,500,500,500,500,1
8539,,,,2,52,,0,0,0,0,0,73056,,65581,63939,,66578,2953,2333,2288,2369,2385,2458,1
8540,100000,2,1,2,37,-1,-1,0,-1,-1,-2,1725,21711,10487,780,0,0,21711,,780,0,0,0,0
8541,230000,2,2,,28,0,0,0,0,0,0,54228,21092,18481,15609,5802,,1500,1139,600,800,70196,3000,0
8542,490000,,1,1,50,-1,-1,-1,-1,-1,-1,17884,,4657,,1476,1602,6836,,3398,1476,1602,,1
8543,30000,2,3,2,44,2,0,0,0,0,2,25039,25989,23078,23697,25257,,1700,1384,1003,2100,900,0,1
8544,40000,,3,1,49,,0,0,0,0,0,34203,33885,34605,35970,35711,,1880,1600,,1280,4632,0,0
8545,450000,1,1,1,34,,-2,-2,-2,,-2,,1844,0,0,0,,,0,0,0,0,0,1
8546,50000,2,2,2,23,2,0,0,0,0,0,48537,30271,26283,,27119,27697,2000,2000,1000,1000,1028,1000,1
8547,20000,,2,2,26,1,,3,,,2,19276,18691,18048,,19465,16523,0,0,,1400,0,3000,0
8548,260000,2,3,1,36,0,0,0,,0,0,118028,,107853,103031,,77783,4379,3670,4000,4000,3000,3000,0
8549,10000,1,2,2,28,-1,,-1,-1,2,,200,100,,,1496,8356,0,370,1496,0,7000,,0
8550,500000,1,1,2,,-2,-2,-2,-2,-1,0,0,,0,,11959,13692,0,0,,11959,2000,403,0
8551,,2,2,1,25,,0,0,0,0,0,34645,36021,32128,27265,27133,26234,2000,1804,1100,,1504,1007,0
8552,100000,2,3,1,,-2,-2,-2,-2,,,,6896,416,416,416,,6896,416,416,,,,0
8553,50000,2,3,1,30,-2,-2,,-2,-2,-2,0,,0,0,0,0,614,,0,0,,,0
8554,,2,1,2,33,-2,,-2,-2,-2,-2,0,0,0,,,0,0,,0,0,0,0,1
8555,270000,1,2,1,49,-1,-1,0,0,0,0,3197,61164,61145,62186,,58995,61164,4000,5000,6000,5000,5000,0
8556,260000,1,1,2,38,0,-1,-1,-1,-1,0,,3953,3953,3953,16466,14246,3953,3953,3953,16466,2000,5217,0
8557,250000,2,2,2,32,0,,0,0,0,,72618,72972,43497,13877,14395,14063,3800,3000,4500,3000,5000,6000,0
8558,360000,1,1,2,30,-1,-1,-1,0,-1,-1,28245,8017,19703,7474,2741,9526,8057,19764,,2752,9573,25462,0
8559,230000,,2,2,30,0,0,0,0,0,0,120113,112301,104587,98333,88909,78872,4501,4585,3328,3500,2872,3000,0
8560,110000,1,2,2,27,0,0,,,0,0,84342,89446,38580,39359,42021,43324,6657,2000,1418,,,2000,0
8561,50000,,2,1,32,,,-1,-1,-1,,316,,316,316,316,316,282,350,316,316,316,316,0
8562,,1,1,,38,0,0,0,2,0,0,39410,41460,46307,45324,41887,38600,3000,6000,0,2033,5000,1500,0
8563,,2,2,1,32,0,0,0,0,0,0,4695,,6733,7616,,8646,1103,1117,1000,286,1000,200,1
8564,20000,1,3,,52,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,,0,0,0,1
8565,200000,2,3,2,33,-1,-1,-1,0,-1,,834,165,,16045,4679,280,165,6682,10000,4679,280,,0
8566,,1,,2,40,0,0,0,0,0,0,93648,92017,87173,83205,84996,89723,4246,,3100,3200,,2916,0
8567,120000,2,3,,69,0,0,0,,0,0,106775,108715,100937,102939,105307,,,,3658,4000,4515,,0
8568,80000,2,2,1,47,0,0,0,0,0,0,6612,,7930,6674,6810,0,1188,,133,,0,1407,1
8569,220000,1,1,,50,,,-1,-1,,-1,3484,6742,4028,3576,2378,,6758,,3576,2378,5946,1489,0
8570,360000,1,1,,32,-1,-1,-1,0,0,0,8140,0,20470,10357,8540,0,0,20470,207,0,0,3185,0
8571,50000,2,1,2,25,0,0,0,,0,0,,29449,16005,16472,18072,18405,,1600,,2000,618,2000,0
8572,150000,2,2,1,31,-1,0,0,,-1,-1,23427,25252,19004,15206,1423,,5554,5070,5076,,9047,22720,0
8573,70000,2,2,2,,0,0,0,,0,,67661,68482,69309,36808,37734,38353,3409,2908,1318,1520,1400,1524,0
8574,20000,,,2,25,,2,2,2,2,3,8483,10186,,,12077,,2000,1000,0,2000,0,0,1
8575,,2,1,,32,1,-2,-2,-2,-2,-2,0,,,0,,,0,,0,0,0,0,1
8576,,,2,1,35,1,-2,-2,-2,,-2,0,,0,0,,0,0,0,0,0,0,0,0
8577,170000,1,,2,27,0,0,2,2,2,2,133149,138769,145050,146641,149603,157601,11936,13314,5801,5800,11000,1000,0
8578,220000,2,2,1,,2,0,0,2,0,0,,49164,46730,45680,46651,49507,2100,3900,0,1858,3800,,0
8579,110000,2,,1,41,0,0,0,0,-2,-2,108936,111169,108740,0,0,0,3991,2375,0,0,0,0,1
8580,30000,2,2,1,47,0,0,0,,0,0,29187,29254,30206,58287,29522,30103,1505,1457,1016,1207,1600,1000,0
8581,230000,2,1,2,32,0,0,,0,0,,195409,203432,180786,95445,63048,,21844,14105,21124,2520,50961,2670,0
8582,270000,2,2,2,,-2,-2,-2,-2,-2,-2,,6060,4180,1833,511,6635,2000,1000,2,1,6668,,0
8583,360000,,1,2,47,2,2,,,0,0,291410,296936,283943,266246,258197,114052,22913,7000,,8500,5145,106000,1
8584,180000,2,2,2,,0,0,0,2,0,0,169225,172888,,176099,178391,181986,,14010,4,6431,6600,6675,0
8585,360000,1,2,1,49,1,-2,-1,-1,-2,-2,0,0,,-41,-41,-41,0,8209,0,,,0,1
8586,280000,2,1,2,47,0,0,,0,,0,269124,266163,215177,184270,130954,92215,,8196,6281,4403,,3510,0
8587,170000,2,1,,,0,0,,0,0,,,56462,58023,59560,61442,,3000,2500,2500,3000,3000,2651,0
8588,50000,2,2,3,33,0,0,0,0,0,,48111,47583,38897,20190,19633,19035,2100,,11700,1200,1200,1000,0
8589,160000,1,3,2,,-1,-1,-1,0,-1,-1,325,325,650,325,,650,325,650,0,,650,625,0
8590,160000,2,,2,42,-2,,-2,,-2,-2,0,0,0,0,741,0,,0,0,741,0,0,0
8591,160000,2,3,,24,0,0,0,0,0,0,153470,151486,153378,93971,96587,96623,10000,4600,4800,,3000,1000,0
8592,50000,1,2,2,27,2,2,0,0,0,0,94297,49377,,9818,9003,9203,5600,1595,505,500,500,659,0
8593,50000,2,2,2,49,,0,0,0,0,0,50986,48599,17815,16362,14694,13520,1325,1512,532,,524,384,0
8594,,2,,2,30,0,0,0,,,-1,101281,102650,0,975,4645,1000,4650,,975,4645,1000,0,0
8595,210000,2,1,2,,-2,-2,-2,-2,-2,,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,20000,1,,,40,1,2,2,-2,-2,-2,21447,20650,0,0,0,0,0,0,0,0,0,0,0
8597,,,1,,29,-1,-1,-1,-1,-1,-1,,-1031,5100,5150,,,0,11500,,5150,5138,,0
8598,280000,1,1,2,27,,-1,-1,,-1,-1,5521,-7,1485,5727,1247,2037,7,,5727,,2037,26920,0
8599,,2,2,2,24,1,2,0,0,0,,,42983,,17575,14691,,0,2199,1000,,2000,,1
8600,20000,2,2,2,46,1,2,2,2,0,0,16626,16071,19205,,19249,38900,0,3473,1000,727,1100,1100,1
8601,30000,1,1,2,28,-1,-1,2,0,,0,,11792,11311,11820,13558,20271,3000,0,1000,2100,7000,0,1
8602,240000,1,1,1,,0,0,0,0,0,0,222976,227463,220804,217991,221981,,8494,7762,7176,,7273,7509,0
8603,30000,1,,2,47,2,0,,0,2,2,25690,26719,27774,28809,30399,29760,1445,1500,1500,2200,0,1200,0
8604,90000,2,2,1,47,,0,0,0,,0,28477,28718,,28747,29177,29452,2000,2000,2000,2000,2000,2000,0
8605,,1,2,2,25,0,0,0,0,0,,,47311,25227,26039,27493,26416,3000,2000,1500,2000,1500,1500,0
8606,,1,1,2,34,,0,0,0,0,-1,203729,147289,63994,40501,11248,,10043,8078,10000,10000,4200,0,0
8607,70000,1,2,1,34,0,0,0,0,0,,66977,68904,,33809,34764,36989,3013,,1210,1500,3000,2000,1
8608,,1,2,2,27,2,2,2,0,0,2,30121,33315,32485,33142,35443,34724,4000,0,1500,3000,0,1500,0
8609,30000,1,,2,32,,2,,2,0,0,31895,31091,,29879,29382,23110,0,2300,0,996,,0,0
8610,140000,1,2,1,55,0,0,0,0,0,0,78314,81049,82810,83544,85692,87425,,4000,,,3158,8000,0
